# OpenSignals Text File Format
# {"20:17:09:18:46:98": {"sensor": ["ECGBIT", "LUX"], "device name": "Board", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A6"], "sync interval": 2, "time": "16:37:30.427", "comments": "", "device connection": "BTH20:17:09:18:46:98", "channels": [2, 6], "keywords": "", "mode": "bitalino_rev", "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": "bitalino_rev", "label": ["A2", "A6"], "resolution": [4, 1, 1, 1, 1, 10, 10], "date": "2018-2-14", "special": [{}, {}]}}
# EndOfHeader
0	0	0	0	0	545	975	
1	0	0	0	0	525	976	
2	0	0	0	0	522	974	
3	0	0	0	0	517	974	
4	0	0	0	0	504	975	
5	0	0	0	0	534	976	
6	0	0	0	0	497	974	
7	0	0	0	0	541	974	
8	0	0	0	0	480	975	
9	0	0	0	0	518	976	
10	0	0	0	0	491	974	
11	0	0	0	0	518	974	
12	0	0	0	0	495	975	
13	0	0	0	0	525	976	
14	0	0	0	0	501	974	
15	0	0	0	0	536	974	
0	0	0	0	0	496	975	
1	0	0	0	0	503	976	
2	0	0	0	0	530	974	
3	0	0	0	0	455	974	
4	0	0	0	0	495	975	
5	0	0	0	0	537	976	
6	0	0	0	0	478	974	
7	0	0	0	0	503	974	
8	0	0	0	0	477	975	
9	0	0	0	0	481	976	
10	0	0	0	0	474	974	
11	0	0	0	0	510	974	
12	0	0	0	0	532	975	
13	0	0	0	0	488	976	
14	0	0	0	0	499	974	
15	0	0	0	0	526	974	
0	0	0	0	0	473	975	
1	0	0	0	0	509	976	
2	0	0	0	0	477	974	
3	0	0	0	0	525	974	
4	0	0	0	0	473	975	
5	0	0	0	0	423	976	
6	0	0	0	0	526	974	
7	0	0	0	0	604	974	
8	0	0	0	0	530	975	
9	0	0	0	0	466	976	
10	0	0	0	0	542	974	
11	0	0	0	0	496	974	
12	0	0	0	0	482	975	
13	0	0	0	0	458	976	
14	0	0	0	0	482	974	
15	0	0	0	0	502	974	
0	0	0	0	0	499	975	
1	0	0	0	0	472	976	
2	0	0	0	0	470	974	
3	0	0	0	0	476	974	
4	0	0	0	0	452	975	
5	0	0	0	0	495	976	
6	0	0	0	0	449	974	
7	0	0	0	0	437	974	
8	0	0	0	0	463	975	
9	0	0	0	0	434	976	
10	0	0	0	0	481	974	
11	0	0	0	0	428	974	
12	0	0	0	0	459	975	
13	0	0	0	0	510	976	
14	0	0	0	0	500	974	
15	0	0	0	0	546	974	
0	0	0	0	0	536	975	
1	0	0	0	0	609	976	
2	0	0	0	0	578	974	
3	0	0	0	0	602	974	
4	0	0	0	0	541	975	
5	0	0	0	0	552	976	
6	0	0	0	0	557	974	
7	0	0	0	0	566	974	
8	0	0	0	0	573	975	
9	0	0	0	0	532	976	
10	0	0	0	0	557	974	
11	0	0	0	0	541	974	
12	0	0	0	0	515	975	
13	0	0	0	0	528	976	
14	0	0	0	0	525	974	
15	0	0	0	0	528	974	
0	0	0	0	0	541	975	
1	0	0	0	0	494	976	
2	0	0	0	0	513	974	
3	0	0	0	0	519	974	
4	0	0	0	0	528	975	
5	0	0	0	0	484	976	
6	0	0	0	0	519	974	
7	0	0	0	0	511	974	
8	0	0	0	0	526	975	
9	0	0	0	0	485	976	
10	0	0	0	0	506	974	
11	0	0	0	0	545	974	
12	0	0	0	0	515	975	
13	0	0	0	0	516	976	
14	0	0	0	0	508	974	
15	0	0	0	0	505	974	
0	0	0	0	0	506	975	
1	0	0	0	0	492	976	
2	0	0	0	0	527	974	
3	0	0	0	0	541	974	
4	0	0	0	0	523	975	
5	0	0	0	0	501	976	
6	0	0	0	0	537	974	
7	0	0	0	0	515	974	
8	0	0	0	0	501	975	
9	0	0	0	0	507	976	
10	0	0	0	0	498	974	
11	0	0	0	0	494	974	
12	0	0	0	0	527	975	
13	0	0	0	0	516	976	
14	0	0	0	0	506	974	
15	0	0	0	0	532	974	
0	0	0	0	0	534	975	
1	0	0	0	0	496	976	
2	0	0	0	0	509	974	
3	0	0	0	0	515	974	
4	0	0	0	0	494	975	
5	0	0	0	0	444	976	
6	0	0	0	0	397	974	
7	0	0	0	0	573	974	
8	0	0	0	0	594	975	
9	0	0	0	0	519	976	
10	0	0	0	0	532	974	
11	0	0	0	0	509	974	
12	0	0	0	0	480	975	
13	0	0	0	0	501	976	
14	0	0	0	0	528	974	
15	0	0	0	0	511	974	
0	0	0	0	0	498	975	
1	0	0	0	0	486	976	
2	0	0	0	0	495	974	
3	0	0	0	0	491	974	
4	0	0	0	0	503	975	
5	0	0	0	0	495	976	
6	0	0	0	0	483	974	
7	0	0	0	0	484	974	
